,Event ID,Event Date,Source Name,Source Sectors,Source Country,Event Text,CAMEO_code,Intensity,Target Name,Target Sectors,Target Country,Story ID,Sentence Number,Publisher,City,District,Province,Country,Latitude,Longitude,Event_date_dt
334451,20131827,2013-06-18,Protester (Turkey),"Protestors / Popular Opposition / Mobs,Dissident",Turkey,Demonstrate or rally,141,-6.5,Unspecified Actor,Unspecified,,27264592,5,Thai News Service,Ankara,,Ankara,Turkey,39.9199,32.8543,2013-06-18
334571,20131951,2013-06-18,Protester (Turkey),"Protestors / Popular Opposition / Mobs,Dissident",Turkey,Demonstrate or rally,141,-6.5,Police (Turkey),"Government,Police",Turkey,27265621,1,Daily Telegraph,Taksim Square,,Istanbul,Turkey,41.0369,28.9858,2013-06-18
334572,20131950,2013-06-18,Activist (Turkey),"Nongovernmental Organization (International),Human Rights NGOs,Human Rights IGOs,Nongovernmental Organizations / Activists",Turkey,Demonstrate or rally,141,-6.5,Police (Turkey),"Government,Police",Turkey,27265621,1,Daily Telegraph,Taksim Square,,Istanbul,Turkey,41.0369,28.9858,2013-06-18
334573,20131954,2013-06-18,Protester (Turkey),"Protestors / Popular Opposition / Mobs,Dissident",Turkey,"Protest violently, riot",145,-7.5,Police (Turkey),"Government,Police",Turkey,27265621,2,Daily Telegraph,Taksim Square,,Istanbul,Turkey,41.0369,28.9858,2013-06-18
334574,20131955,2013-06-18,Police (Turkey),"Government,Police",Turkey,Use conventional military force,190,-10.0,Protester (Turkey),"Protestors / Popular Opposition / Mobs,Dissident",Turkey,27265621,5,Daily Telegraph,Gezi Park,,Istanbul,Turkey,41.0385,28.9869,2013-06-18
334575,20131952,2013-06-18,Protester (Turkey),"Protestors / Popular Opposition / Mobs,Dissident",Turkey,Demonstrate or rally,141,-6.5,Police (Turkey),"Government,Police",Turkey,27265621,5,Daily Telegraph,Gezi Park,,Istanbul,Turkey,41.0385,28.9869,2013-06-18
334576,20131953,2013-06-18,Protester (Turkey),"Protestors / Popular Opposition / Mobs,Dissident",Turkey,Demonstrate or rally,141,-6.5,Unspecified Actor,Unspecified,,27265621,6,Daily Telegraph,Gezi Park,,Istanbul,Turkey,41.0385,28.9869,2013-06-18
334593,20131974,2013-06-18,Foreign Affairs (United Kingdom),"Government,Executive,Foreign Ministry",United Kingdom,Consult,40,1.0,Turkey,,Turkey,27265961,1,Guardian Unlimited,Ankara,,Ankara,Turkey,39.9199,32.8543,2013-06-18
334594,20131972,2013-06-18,Turkey,,Turkey,Consult,40,1.0,Foreign Affairs (United Kingdom),"Government,Executive,Foreign Ministry",United Kingdom,27265961,1,Guardian Unlimited,Ankara,,Ankara,Turkey,39.9199,32.8543,2013-06-18
334595,20131973,2013-06-18,Government (United Kingdom),Government,United Kingdom,Investigate,90,-2.0,Citizen (Turkey),"Social,General Population / Civilian / Social",Turkey,27265961,3,Guardian Unlimited,Ankara,,Ankara,Turkey,39.9199,32.8543,2013-06-18
334616,20132034,2013-06-18,Labor Union (Turkey),"Social,Labor",Turkey,Praise or endorse,51,3.4,Protester (Turkey),"Protestors / Popular Opposition / Mobs,Dissident",Turkey,33679576,1,El Watan,,,,Turkey,39.9167,32.8333,2013-06-18
334656,20132075,2013-06-18,Government (Turkey),Government,Turkey,Threaten,130,-4.4,Military (Turkey),"Government,Military",Turkey,33682562,1,Le Progres Egyptien,Istanbul,,Istanbul,Turkey,41.0138,28.9497,2013-06-18
334657,20132074,2013-06-18,Police (Turkey),"Government,Police",Turkey,Make statement,10,0.0,Bülent Arinç,"Ideological,Executive,Government,Executive Office,Center Right,Parties,(National) Major Party",Turkey,33682562,2,Le Progres Egyptien,Istanbul,,Istanbul,Turkey,41.0138,28.9497,2013-06-18
334658,20132076,2013-06-18,Police (Turkey),"Government,Police",Turkey,"Arrest, detain, or charge with legal action",173,-5.0,Citizen (Turkey),"Social,General Population / Civilian / Social",Turkey,33682562,5,Le Progres Egyptien,Istanbul,,Istanbul,Turkey,41.0138,28.9497,2013-06-18
334661,20132079,2013-06-18,Turkey,,Turkey,Criticize or denounce,111,-2.0,Citizen (Turkey),"Social,General Population / Civilian / Social",Turkey,33682631,1,Le Progres Egyptien,Istanbul,,Istanbul,Turkey,41.0138,28.9497,2013-06-18
334670,20132088,2013-06-18,Labor Union (Turkey),"Social,Labor",Turkey,Praise or endorse,51,3.4,Protester (Turkey),"Protestors / Popular Opposition / Mobs,Dissident",Turkey,33682877,2,L'Expression,,,,Turkey,39.9167,32.8333,2013-06-18
334683,20132101,2013-06-18,Police (Turkey),"Government,Police",Turkey,Mobilize or increase police power,153,-7.2,Turkey,,Turkey,33683726,6,Le Figaro,,Beyoglu,Istanbul,Turkey,41.0379,28.9677,2013-06-18
334691,20132110,2013-06-18,Police (Turkey),"Government,Police",Turkey,Use tactics of violent repression,175,-9.0,Turkey,,Turkey,33684356,4,Le Quotidien,Istanbul,,Istanbul,Turkey,41.0138,28.9497,2013-06-18
334705,20132125,2013-06-18,Representatives (Turkey),"Government,Legislative / Parliamentary",Turkey,Consult,40,1.0,Recep Tayyip Erdoğan,"Ideological,Executive,International Religious,Government,Executive Office,Elite,Center Right,Parties,Sunni,(National) Major Party",Turkey,33685127,6,Europolitique,Istanbul,,Istanbul,Turkey,41.0138,28.9497,2013-06-18
334706,20132124,2013-06-18,Recep Tayyip Erdoğan,"Ideological,Executive,International Religious,Government,Executive Office,Elite,Center Right,Parties,Sunni,(National) Major Party",Turkey,Consult,40,1.0,Representatives (Turkey),"Government,Legislative / Parliamentary",Turkey,33685127,6,Europolitique,Istanbul,,Istanbul,Turkey,41.0138,28.9497,2013-06-18
334716,20134367,2013-06-19,European Union,"International Government Organization,Regional Diplomatic IGOs,Regional",,Reduce or break diplomatic relations,161,-4.0,Turkey,,Turkey,27242582,1,The Jerusalem Post,Ankara,,Ankara,Turkey,39.9199,32.8543,2013-06-19
334717,20134368,2013-06-19,Hamas,"Dissident,Parties,(National) Major Party,Nongovernmental Organization (International)",Occupied Palestinian Territory,Make a visit,42,1.9,Recep Tayyip Erdoğan,"Ideological,Executive,International Religious,Government,Executive Office,Elite,Center Right,Parties,Sunni,(National) Major Party",Turkey,27242582,1,The Jerusalem Post,Ankara,,Ankara,Turkey,39.9199,32.8543,2013-06-19
334718,20134366,2013-06-19,Ban Ki Moon,"International Government Organization,Global,Elite,Global Diplomatic IGOs,Government",South Korea,Criticize or denounce,111,-2.0,Turkey,,Turkey,27242582,1,The Jerusalem Post,Ankara,,Ankara,Turkey,39.9199,32.8543,2013-06-19
334719,20134364,2013-06-19,Recep Tayyip Erdoğan,"Ideological,Executive,International Religious,Government,Executive Office,Elite,Center Right,Parties,Sunni,(National) Major Party",Turkey,Host a visit,43,2.8,Hamas,"Dissident,Parties,(National) Major Party,Nongovernmental Organization (International)",Occupied Palestinian Territory,27242582,1,The Jerusalem Post,Ankara,,Ankara,Turkey,39.9199,32.8543,2013-06-19
334720,20134365,2013-06-19,Recep Tayyip Erdoğan,"Ideological,Executive,International Religious,Government,Executive Office,Elite,Center Right,Parties,Sunni,(National) Major Party",Turkey,Praise or endorse,51,3.4,Hamas,"Dissident,Parties,(National) Major Party,Nongovernmental Organization (International)",Occupied Palestinian Territory,27242582,1,The Jerusalem Post,Ankara,,Ankara,Turkey,39.9199,32.8543,2013-06-19
334721,20134363,2013-06-19,Hamas,"Dissident,Parties,(National) Major Party,Nongovernmental Organization (International)",Occupied Palestinian Territory,Make a visit,42,1.9,Turkey,,Turkey,27242582,6,The Jerusalem Post,Ankara,,Ankara,Turkey,39.9199,32.8543,2013-06-19
334722,20134369,2013-06-19,Turkey,,Turkey,Host a visit,43,2.8,Hamas,"Dissident,Parties,(National) Major Party,Nongovernmental Organization (International)",Occupied Palestinian Territory,27242582,6,The Jerusalem Post,Ankara,,Ankara,Turkey,39.9199,32.8543,2013-06-19
334780,20134428,2013-06-19,Police (Turkey),"Government,Police",Turkey,"Arrest, detain, or charge with legal action",173,-5.0,Citizen (Turkey),"Social,General Population / Civilian / Social",Turkey,27252043,1,Daily News,Istanbul,,Istanbul,Turkey,41.0138,28.9497,2013-06-19
334793,20134443,2013-06-19,Police (Turkey),"Government,Police",Turkey,"Arrest, detain, or charge with legal action",173,-5.0,Citizen (Turkey),"Social,General Population / Civilian / Social",Turkey,27252230,1,Cape Times,Ankara,,Ankara,Turkey,39.9199,32.8543,2013-06-19
334794,20134441,2013-06-19,Protester (Turkey),"Protestors / Popular Opposition / Mobs,Dissident",Turkey,Demonstrate or rally,141,-6.5,Police (Turkey),"Government,Police",Turkey,27252230,2,Cape Times,Ankara,,Ankara,Turkey,39.9199,32.8543,2013-06-19
334795,20134444,2013-06-19,Turkey,,Turkey,"Arrest, detain, or charge with legal action",173,-5.0,Citizen (Turkey),"Social,General Population / Civilian / Social",Turkey,27252230,3,Cape Times,Ankara,,Ankara,Turkey,39.9199,32.8543,2013-06-19
334796,20134442,2013-06-19,Protester (Turkey),"Protestors / Popular Opposition / Mobs,Dissident",Turkey,"Protest violently, riot",145,-7.5,Police (Turkey),"Government,Police",Turkey,27252230,6,Cape Times,Eskisehir,,Eskisehir,Turkey,39.7767,30.5206,2013-06-19
334905,20134588,2013-06-19,Citizen (Turkey),"Social,General Population / Civilian / Social",Turkey,Criticize or denounce,111,-2.0,Recep Tayyip Erdoğan,"Ideological,Executive,International Religious,Government,Executive Office,Elite,Center Right,Parties,Sunni,(National) Major Party",Turkey,27254823,1,Deutsche Welle,,,,Turkey,39.9167,32.8333,2013-06-19
334906,20134589,2013-06-19,Citizen (Turkey),"Social,General Population / Civilian / Social",Turkey,Demonstrate or rally,141,-6.5,Recep Tayyip Erdoğan,"Ideological,Executive,International Religious,Government,Executive Office,Elite,Center Right,Parties,Sunni,(National) Major Party",Turkey,27254823,1,Deutsche Welle,,,,Turkey,39.9167,32.8333,2013-06-19
334907,20134590,2013-06-19,Protester (Turkey),"Protestors / Popular Opposition / Mobs,Dissident",Turkey,Demonstrate or rally,141,-6.5,Unspecified Actor,Unspecified,,27254823,4,Deutsche Welle,Istanbul,,Istanbul,Turkey,41.0138,28.9497,2013-06-19
335113,20134872,2013-06-19,United States,,United States,Express intent to provide military aid,332,5.2,Armed Rebel (Syria),"Rebel,Dissident",Syria,27255352,5,Associated Press Newswires,Ankara,,Ankara,Turkey,39.9199,32.8543,2013-06-19
335190,20134967,2013-06-19,Albania,,Albania,Sign formal agreement,57,8.0,Turkey,,Turkey,27255478,3,Agence France-Presse,Istanbul,,Istanbul,Turkey,41.0138,28.9497,2013-06-19
335194,20134970,2013-06-19,Italy,,Italy,Sign formal agreement,57,8.0,Turkey,,Turkey,27255478,3,Agence France-Presse,Istanbul,,Istanbul,Turkey,41.0138,28.9497,2013-06-19
335198,20134968,2013-06-19,Portugal,,Portugal,Sign formal agreement,57,8.0,Turkey,,Turkey,27255478,3,Agence France-Presse,Istanbul,,Istanbul,Turkey,41.0138,28.9497,2013-06-19
335200,20134963,2013-06-19,Turkey,,Turkey,Sign formal agreement,57,8.0,Albania,,Albania,27255478,3,Agence France-Presse,Istanbul,,Istanbul,Turkey,41.0138,28.9497,2013-06-19
335201,20134980,2013-06-19,Turkey,,Turkey,Sign formal agreement,57,8.0,Italy,,Italy,27255478,3,Agence France-Presse,Istanbul,,Istanbul,Turkey,41.0138,28.9497,2013-06-19
335202,20134972,2013-06-19,Turkey,,Turkey,Sign formal agreement,57,8.0,Portugal,,Portugal,27255478,3,Agence France-Presse,Istanbul,,Istanbul,Turkey,41.0138,28.9497,2013-06-19
335203,20134976,2013-06-19,Turkey,,Turkey,Sign formal agreement,57,8.0,Montenegro,,Montenegro,27255478,3,Agence France-Presse,Istanbul,,Istanbul,Turkey,41.0138,28.9497,2013-06-19
335207,20134969,2013-06-19,Montenegro,,Montenegro,Sign formal agreement,57,8.0,Turkey,,Turkey,27255478,3,Agence France-Presse,Istanbul,,Istanbul,Turkey,41.0138,28.9497,2013-06-19
335314,20135104,2013-06-19,Bülent Arinç,"Ideological,Executive,Government,Executive Office,Center Right,Parties,(National) Major Party",Turkey,Make an appeal or request,20,3.0,Protester (Turkey),"Protestors / Popular Opposition / Mobs,Dissident",Turkey,27255762,5,Associated Press Newswires,Taksim Square,,Istanbul,Turkey,41.0369,28.9858,2013-06-19
335541,20135354,2013-06-19,Police (Turkey),"Government,Police",Turkey,Use tactics of violent repression,175,-9.0,Protester (Turkey),"Protestors / Popular Opposition / Mobs,Dissident",Turkey,27256232,1,Xinhua News Agency,Ankara,,Ankara,Turkey,39.9199,32.8543,2013-06-19
335542,20135352,2013-06-19,Protester (Turkey),"Protestors / Popular Opposition / Mobs,Dissident",Turkey,"Protest violently, riot",145,-7.5,Police (Turkey),"Government,Police",Turkey,27256232,1,Xinhua News Agency,Ankara,,Ankara,Turkey,39.9199,32.8543,2013-06-19
335543,20135351,2013-06-19,Protester (Turkey),"Protestors / Popular Opposition / Mobs,Dissident",Turkey,Demonstrate or rally,141,-6.5,Turkey,,Turkey,27256232,2,Xinhua News Agency,,,Eskisehir,Turkey,39.6667,31.1667,2013-06-19
335544,20135355,2013-06-19,Police (Turkey),"Government,Police",Turkey,Use tactics of violent repression,175,-9.0,Protester (Turkey),"Protestors / Popular Opposition / Mobs,Dissident",Turkey,27256232,3,Xinhua News Agency,,,Eskisehir,Turkey,39.6667,31.1667,2013-06-19
335545,20135353,2013-06-19,Protester (Turkey),"Protestors / Popular Opposition / Mobs,Dissident",Turkey,"Protest violently, riot",145,-7.5,Police (Turkey),"Government,Police",Turkey,27256232,3,Xinhua News Agency,,,Eskisehir,Turkey,39.6667,31.1667,2013-06-19
335691,20135528,2013-06-19,Abdullah Öcalan,"Criminals / Gangs,Dissident",Turkey,Accuse,112,-2.0,Government (Turkey),Government,Turkey,27256517,4,BBC Monitoring Newsfile,,,,Turkey,39.9167,32.8333,2013-06-19
335692,20135525,2013-06-19,Abdullah Öcalan,"Criminals / Gangs,Dissident",Turkey,Consult,40,1.0,Kurdistan Workers' Party,"Kurd (Ethnic Group),International Ethnic,Separatists,Dissident",Turkey,27256517,4,BBC Monitoring Newsfile,,,,Turkey,39.9167,32.8333,2013-06-19
335693,20135529,2013-06-19,Kurdistan Workers' Party,"Kurd (Ethnic Group),International Ethnic,Separatists,Dissident",Turkey,Consult,40,1.0,Abdullah Öcalan,"Criminals / Gangs,Dissident",Turkey,27256517,4,BBC Monitoring Newsfile,,,,Turkey,39.9167,32.8333,2013-06-19
335694,20135526,2013-06-19,Other Authorities / Officials (Turkey),Government,Turkey,Engage in negotiation,46,7.0,Abdullah Öcalan,"Criminals / Gangs,Dissident",Turkey,27256517,5,BBC Monitoring Newsfile,Istanbul,,Istanbul,Turkey,41.0138,28.9497,2013-06-19
335695,20135527,2013-06-19,Abdullah Öcalan,"Criminals / Gangs,Dissident",Turkey,Engage in negotiation,46,7.0,Other Authorities / Officials (Turkey),Government,Turkey,27256517,5,BBC Monitoring Newsfile,Istanbul,,Istanbul,Turkey,41.0138,28.9497,2013-06-19
335794,20135633,2013-06-19,Protester (Turkey),"Protestors / Popular Opposition / Mobs,Dissident",Turkey,Demonstrate or rally,141,-6.5,Unspecified Actor,Unspecified,,27256667,5,FARS News Agency,Taksim Square,,Istanbul,Turkey,41.0369,28.9858,2013-06-19
335965,20135810,2013-06-19,Devlet Bahçeli,"Ideological,Unicameral,Legislative / Parliamentary,Government,Parties,(National) Major Party,Far Right",Turkey,Threaten,130,-4.4,Recep Tayyip Erdoğan,"Ideological,Executive,International Religious,Government,Executive Office,Elite,Center Right,Parties,Sunni,(National) Major Party",Turkey,27256963,3,BBC Monitoring European,,,,Turkey,39.9167,32.8333,2013-06-19
335968,20135812,2013-06-19,Armed Gang (Nigeria),Unidentified Forces,Nigeria,Investigate,90,-2.0,Citizen (Nigeria),"General Population / Civilian / Social,Social",Nigeria,27256967,3,Associated Press Newswires,Incekaya,,Cankiri,Turkey,41.0107,33.0887,2013-06-19
335969,20135814,2013-06-19,Armed Gang (Nigeria),Unidentified Forces,Nigeria,fight with small arms and light weapons,193,-10.0,Citizen (Nigeria),"General Population / Civilian / Social,Social",Nigeria,27256967,3,Associated Press Newswires,Incekaya,,Cankiri,Turkey,41.0107,33.0887,2013-06-19
336046,20135898,2013-06-19,Citizen (Turkey),"Social,General Population / Civilian / Social",Turkey,"Obstruct passage, block",144,-7.5,Unspecified Actor,Unspecified,,27257162,5,BBC Monitoring European,,,,Turkey,39.9167,32.8333,2013-06-19
336048,20135900,2013-06-19,Military (Turkey),"Government,Military",Turkey,Coerce,170,-7.0,Protester (Turkey),"Protestors / Popular Opposition / Mobs,Dissident",Turkey,27257165,3,BBC Monitoring European,,,,Turkey,39.9167,32.8333,2013-06-19
336154,20136013,2013-06-19,Turkey,,Turkey,"Arrest, detain, or charge with legal action",173,-5.0,Citizen (Turkey),"Social,General Population / Civilian / Social",Turkey,27257405,2,BBC Monitoring European,Taksim,,Istanbul,Turkey,41.0371,28.9866,2013-06-19
336238,20136106,2013-06-19,Police (Turkey),"Government,Police",Turkey,"Arrest, detain, or charge with legal action",173,-5.0,Citizen (Italy),"General Population / Civilian / Social,Social",Italy,27257548,1,PNA (Philippines News Agency),Istanbul,,Istanbul,Turkey,41.0138,28.9497,2013-06-19
336239,20136107,2013-06-19,Police (Turkey),"Government,Police",Turkey,Use conventional military force,190,-10.0,Citizen (Italy),"General Population / Civilian / Social,Social",Italy,27257548,2,PNA (Philippines News Agency),Taksim Square,,Istanbul,Turkey,41.0369,28.9858,2013-06-19
336336,20136219,2013-06-19,Police (Turkey),"Government,Police",Turkey,Use tactics of violent repression,175,-9.0,Protester (Turkey),"Protestors / Popular Opposition / Mobs,Dissident",Turkey,27257706,1,Agence France-Presse,Istanbul,,Istanbul,Turkey,41.0138,28.9497,2013-06-19
336337,20136216,2013-06-19,Protester (Turkey),"Protestors / Popular Opposition / Mobs,Dissident",Turkey,"Protest violently, riot",145,-7.5,Police (Turkey),"Government,Police",Turkey,27257706,1,Agence France-Presse,Istanbul,,Istanbul,Turkey,41.0138,28.9497,2013-06-19
336338,20136215,2013-06-19,Demos,"Media,News,Print News,Social",Mozambique,"Defy norms, law",128,-5.0,Recep Tayyip Erdoğan,"Ideological,Executive,International Religious,Government,Executive Office,Elite,Center Right,Parties,Sunni,(National) Major Party",Turkey,27257706,2,Agence France-Presse,Taksim Square,,Istanbul,Turkey,41.0369,28.9858,2013-06-19
336339,20136220,2013-06-19,Police (Turkey),"Government,Police",Turkey,Use tactics of violent repression,175,-9.0,Protester (Turkey),"Protestors / Popular Opposition / Mobs,Dissident",Turkey,27257706,5,Agence France-Presse,Ankara,,Ankara,Turkey,39.9199,32.8543,2013-06-19
336340,20136217,2013-06-19,Protester (Turkey),"Protestors / Popular Opposition / Mobs,Dissident",Turkey,"Protest violently, riot",145,-7.5,Police (Turkey),"Government,Police",Turkey,27257706,5,Agence France-Presse,Ankara,,Ankara,Turkey,39.9199,32.8543,2013-06-19
336341,20136221,2013-06-19,Police (Turkey),"Government,Police",Turkey,Use conventional military force,190,-10.0,Turkey,,Turkey,27257706,6,Agence France-Presse,Gezi Park,,Istanbul,Turkey,41.0385,28.9869,2013-06-19
336342,20136218,2013-06-19,Police (Turkey),"Government,Police",Turkey,Expel or deport individuals,174,-5.0,Protester (Turkey),"Protestors / Popular Opposition / Mobs,Dissident",Turkey,27257706,6,Agence France-Presse,Gezi Park,,Istanbul,Turkey,41.0385,28.9869,2013-06-19
336498,20136384,2013-06-19,Muammer Güler,"Executive,Government,Interior / Home Ministry",Turkey,Make statement,10,0.0,Ministry (Turkey),Government,Turkey,27257968,4,BBC Monitoring European,Ankara,,Ankara,Turkey,39.9199,32.8543,2013-06-19
336593,20136482,2013-06-19,Other Authorities / Officials (Turkey),Government,Turkey,"Arrest, detain, or charge with legal action",173,-5.0,Citizen (Turkey),"Social,General Population / Civilian / Social",Turkey,27258090,1,The New York Times,Istanbul,,Istanbul,Turkey,41.0138,28.9497,2013-06-19
336594,20136483,2013-06-19,Citizen (Turkey),"Social,General Population / Civilian / Social",Turkey,Use unconventional violence,180,-9.0,Police (Turkey),"Government,Police",Turkey,27258090,4,The New York Times,Istanbul,,Istanbul,Turkey,41.0138,28.9497,2013-06-19
336710,20136606,2013-06-19,Hamas,"Dissident,Parties,(National) Major Party,Nongovernmental Organization (International)",Occupied Palestinian Territory,Make statement,10,0.0,Turkey,,Turkey,27258246,2,BBC Monitoring European,,,,Turkey,39.9167,32.8333,2013-06-19
336743,20136640,2013-06-19,Company - Owner or Operator (Turkey),"Social,Business",Turkey,Make statement,10,0.0,Protester (Turkey),"Protestors / Popular Opposition / Mobs,Dissident",Turkey,27258353,3,BBC Monitoring European,Gezi Park,,Istanbul,Turkey,41.0385,28.9869,2013-06-19
336748,20136647,2013-06-19,Protester (Turkey),"Protestors / Popular Opposition / Mobs,Dissident",Turkey,Demonstrate or rally,141,-6.5,Recep Tayyip Erdoğan,"Ideological,Executive,International Religious,Government,Executive Office,Elite,Center Right,Parties,Sunni,(National) Major Party",Turkey,27258369,2,The Washington Post,Gezi Park,,Istanbul,Turkey,41.0385,28.9869,2013-06-19
336752,20136654,2013-06-19,Police (Turkey),"Government,Police",Turkey,"Arrest, detain, or charge with legal action",173,-5.0,Citizen (Turkey),"Social,General Population / Civilian / Social",Turkey,27258397,1,The Wall Street Journal,Istanbul,,Istanbul,Turkey,41.0138,28.9497,2013-06-19
336753,20136655,2013-06-19,Turkey,,Turkey,"Arrest, detain, or charge with legal action",173,-5.0,Citizen (Turkey),"Social,General Population / Civilian / Social",Turkey,27258397,2,The Wall Street Journal,Istanbul,,Istanbul,Turkey,41.0138,28.9497,2013-06-19
336754,20136656,2013-06-19,Turkey,,Turkey,"Arrest, detain, or charge with legal action",173,-5.0,Citizen (Turkey),"Social,General Population / Civilian / Social",Turkey,27258397,4,The Wall Street Journal,Ankara,,Ankara,Turkey,39.9199,32.8543,2013-06-19
336756,20136659,2013-06-19,Turkey,,Turkey,Host a visit,43,2.8,Indigenous People (United States),"General Population / Civilian / Social,Social",United States,27258407,5,BBC Monitoring European,Ankara,,Ankara,Turkey,39.9199,32.8543,2013-06-19
336757,20136658,2013-06-19,Indigenous People (United States),"General Population / Civilian / Social,Social",United States,Make a visit,42,1.9,Turkey,,Turkey,27258407,5,BBC Monitoring European,Ankara,,Ankara,Turkey,39.9199,32.8543,2013-06-19
336758,20136660,2013-06-19,Ali Babacan,"Ideological,Executive,Government,Executive Office,Center Right,Parties,(National) Major Party",Turkey,Make statement,10,0.0,Turkey,,Turkey,27258408,3,BBC Monitoring European,Istanbul,,Istanbul,Turkey,41.0138,28.9497,2013-06-19
336759,20136661,2013-06-19,Head of Government (Turkey),"Executive,Government,Executive Office",Turkey,Make statement,10,0.0,Police (Turkey),"Government,Police",Turkey,27258409,2,BBC Monitoring European,Ankara,,Ankara,Turkey,39.9199,32.8543,2013-06-19
336779,20136682,2013-06-19,European Union,"International Government Organization,Regional Diplomatic IGOs,Regional",,Engage in negotiation,46,7.0,Turkey,,Turkey,27258446,3,BBC Monitoring European,Ankara,,Ankara,Turkey,39.9199,32.8543,2013-06-19
336780,20136681,2013-06-19,Turkey,,Turkey,Engage in negotiation,46,7.0,European Union,"International Government Organization,Regional Diplomatic IGOs,Regional",,27258446,3,BBC Monitoring European,Ankara,,Ankara,Turkey,39.9199,32.8543,2013-06-19
336818,20136724,2013-06-19,Almazbek Atambayev,"Elite,Executive Office,Center Left,Government,(National) Major Party,Ideological,Executive,Parties",Kyrgyzstan,Make a visit,42,1.9,Turkey,,Turkey,27258511,2,BBC Monitoring Central Asia,,,,Turkey,39.9167,32.8333,2013-06-19
336819,20136725,2013-06-19,Turkey,,Turkey,Host a visit,43,2.8,Almazbek Atambayev,"Elite,Executive Office,Center Left,Government,(National) Major Party,Ideological,Executive,Parties",Kyrgyzstan,27258511,2,BBC Monitoring Central Asia,,,,Turkey,39.9167,32.8333,2013-06-19
336821,20136723,2013-06-19,Abdullah Gül,"Executive,Government,Executive Office,Elite",Turkey,Consult,40,1.0,Almazbek Atambayev,"Elite,Executive Office,Center Left,Government,(National) Major Party,Ideological,Executive,Parties",Kyrgyzstan,27258511,5,BBC Monitoring Central Asia,,,,Turkey,39.9167,32.8333,2013-06-19
336873,20136778,2013-06-19,Police (Turkey),"Government,Police",Turkey,"Arrest, detain, or charge with legal action",173,-5.0,Citizen (Turkey),"Social,General Population / Civilian / Social",Turkey,27258660,1,The Wall Street Journal Europe,,,,Turkey,39.9167,32.8333,2013-06-19
336878,20136783,2013-06-19,Police (Turkey),"Government,Police",Turkey,"Arrest, detain, or charge with legal action",173,-5.0,Citizen (Turkey),"Social,General Population / Civilian / Social",Turkey,27258679,1,The Wall Street Journal Europe,Istanbul,,Istanbul,Turkey,41.0138,28.9497,2013-06-19
336879,20136784,2013-06-19,Turkey,,Turkey,"Arrest, detain, or charge with legal action",173,-5.0,Citizen (Turkey),"Social,General Population / Civilian / Social",Turkey,27258679,2,The Wall Street Journal Europe,Istanbul,,Istanbul,Turkey,41.0138,28.9497,2013-06-19
336880,20136785,2013-06-19,Turkey,,Turkey,"Arrest, detain, or charge with legal action",173,-5.0,Citizen (Turkey),"Social,General Population / Civilian / Social",Turkey,27258679,4,The Wall Street Journal Europe,Istanbul,,Istanbul,Turkey,41.0138,28.9497,2013-06-19
337020,20136940,2013-06-19,Police (Turkey),"Government,Police",Turkey,"Arrest, detain, or charge with legal action",173,-5.0,Citizen (Turkey),"Social,General Population / Civilian / Social",Turkey,27259193,3,China Daily,Kizilay,,Ankara,Turkey,39.9213,32.8506,2013-06-19
337021,20136939,2013-06-19,Protester (Turkey),"Protestors / Popular Opposition / Mobs,Dissident",Turkey,Demonstrate or rally,141,-6.5,Police (Turkey),"Government,Police",Turkey,27259193,4,China Daily,Ankara,,Ankara,Turkey,39.9199,32.8543,2013-06-19
337186,20137108,2013-06-19,Turkey,,Turkey,Expel or deport individuals,174,-5.0,Activist (Turkey),"Nongovernmental Organization (International),Human Rights NGOs,Human Rights IGOs,Nongovernmental Organizations / Activists",Turkey,27259850,1,Thai News Service,Istanbul,,Istanbul,Turkey,41.0138,28.9497,2013-06-19
337187,20137107,2013-06-19,Protester (Turkey),"Protestors / Popular Opposition / Mobs,Dissident",Turkey,Demonstrate or rally,141,-6.5,Police (Turkey),"Government,Police",Turkey,27259850,4,Thai News Service,Taksim Square,,Istanbul,Turkey,41.0369,28.9858,2013-06-19
337188,20137109,2013-06-19,Protester (Turkey),"Protestors / Popular Opposition / Mobs,Dissident",Turkey,Demonstrate or rally,141,-6.5,Unspecified Actor,Unspecified,,27259851,1,Thai News Service,Ankara,,Ankara,Turkey,39.9199,32.8543,2013-06-19
337189,20137110,2013-06-19,Protester (Turkey),"Protestors / Popular Opposition / Mobs,Dissident",Turkey,Demonstrate or rally,141,-6.5,Police (Turkey),"Government,Police",Turkey,27259851,2,Thai News Service,Ankara,,Ankara,Turkey,39.9199,32.8543,2013-06-19
337190,20137111,2013-06-19,Turkey,,Turkey,Expel or deport individuals,174,-5.0,Activist (Turkey),"Nongovernmental Organization (International),Human Rights NGOs,Human Rights IGOs,Nongovernmental Organizations / Activists",Turkey,27259851,5,Thai News Service,Istanbul,,Istanbul,Turkey,41.0138,28.9497,2013-06-19
337205,20137126,2013-06-19,Bülent Arinç,"Ideological,Executive,Government,Executive Office,Center Right,Parties,(National) Major Party",Turkey,Make statement,10,0.0,Turkish Armed Forces,"Government,Military",Turkey,27259861,2,Thai News Service,,,,Turkey,39.9167,32.8333,2013-06-19
